X,Y,OBJECTID,U_ID,Name,POI_type,open_,closed,Descrip,parking,restrooms,picnicking,information,wi_fi,litter_receptacle,pet_access,bench,overlook,agency,drinking_water,sup_dist,created_by,created_date,edited_by,edited_date,poi_phase,wheelchair_accessible,trail_name
6602038.40710243,1830050.06141285,5153,337,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Schabarum-Skyline Trail
6601184.8797966,1831800.07035664,5154,338,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Schabarum-Skyline Trail
6580367.71530948,1874072.3458648,5155,339,Litter Receptacle,Litter Receptacle,yes,no,,no,no,no,no,no,yes,,no,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail - Lario Connector
6580162.06251748,1872332.67137515,5156,340,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail - Lario Connector
6561209.63095645,1850271.39341465,5157,341,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6560644.34401128,1848038.79598463,5158,342,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6559137.06624885,1842872.47845842,5159,343,Horse Tie,Horse Tie,yes,no,,no,no,no,no,no,no,,no,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6559119.59010582,1842845.10007406,5160,344,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6552816.71442784,1836395.24567777,5161,345,Horse Tie,Horse Tie,yes,no,,no,no,no,no,no,no,,no,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6548853.84620311,1834424.69922243,5162,346,Litter Receptacle,Litter Receptacle,yes,no,,no,no,no,no,no,yes,,no,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6544999.85877043,1832579.72501156,5163,347,Litter Receptacle,Litter Receptacle,yes,no,,no,no,no,no,no,yes,,no,no,LACODPR,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6331996.33851616,1865674.44484552,5164,348,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,NPS,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Coyote Picnic Table Spur
6280401.45104896,1842375.64982799,5165,349,Overlook,Overlook,yes,no,,no,no,no,no,no,no,,no,yes,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Leo Carrillo Scenic Overlook Trail
6283229.84277581,1846498.42373692,5166,350,Overlook,Overlook,yes,no,,no,no,no,no,no,no,,no,yes,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Malibu Scenic Overlook Trail
6387783.14120298,1844469.93039578,5167,351,Overlook,Overlook,yes,no,,no,no,no,no,no,no,,no,yes,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Parker Mesa Overlook Trail
6385711.24368539,1837535.83128859,5168,352,Overlook,Overlook,yes,no,,no,no,no,no,no,no,,no,yes,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Topanga Knoll Trail
6315246.20361031,1859391.70616369,5169,353,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,NPS,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Pond Trail
6315152.45386443,1858659.06716425,5170,354,Restrooms,Restrooms,yes,no,,no,yes,no,no,no,no,,no,no,NPS,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Glade Trail
6315864.25929508,1859079.2060239,5171,355,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,NPS,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Glade Trail
6315819.12063667,1859034.06732549,5172,356,Water Fountain,Drinking Water,yes,no,,no,no,no,no,no,no,,no,no,NPS,yes,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Glade Trail
6343565.2747554,1856043.83995201,5173,357,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Mott Road
6337545.88246688,1861729.50825774,5174,358,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Deer Leg Trail
6343186.10100375,1859503.49163549,5175,359,Picnic Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,High Road
6341517.89523152,1858921.64388383,5176,360,Restrooms,Restrooms,yes,no,,no,yes,no,no,no,no,,no,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Chaparral Trail
6405804.44377861,1842685.54930915,5177,361,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Inspiration Point Loop ADA Trail
6405400.00926185,1842468.192807,5178,362,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Inspiration Point Loop ADA Trail
6405599.98130655,1842397.92979978,5179,363,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Inspiration Point Loop ADA Trail
6286158.29332587,1846950.66265522,5180,364,Bench,Bench,yes,no,,no,no,no,no,no,no,,yes,no,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Nicholas Pond Trail
6399248.36403437,1847623.1981373,5181,365,Overlook,Overlook,yes,no,,no,no,no,no,no,no,,no,yes,CASP,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Temescal Canyon Trail
6557257.78825689,1828701.15524056,5182,366,Puente Hills Park Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Schabarum-Skyline Trail
6584909.7455515,1818438.17037227,5183,367,Albatross Road Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Schabarum-Skyline Trail
6499864.76100366,1761556.7515147,5184,368,Virginia Vista Court Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Angeles River Trail
6425614.38752289,1952348.53887579,5185,369,Los Pinetos Peak Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6423689.38253476,1941679.34464869,5186,370,Olive View Drive Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6425588.83545452,1943085.89030326,5187,371,Wilson Canyon Park Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6501636.59357752,1905328.41230592,5188,372,La Canada Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,La Canada Open Space Trail
6605177.34899427,1852378.86014699,5189,373,Walnut Creek Rest Area,Picnicking,yes,no,,no,no,yes,no,no,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Antonovich Trail
6534331.38934367,1829159.48872008,5190,374,Grant Rea Park Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,yes,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Rio Hondo River Trail
6579849.21187445,1871910.4090191,5191,375,Lario Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail - Lario Connector
6594005.25249747,1881213.94172878,5192,376,Azusa River Wilderness Park Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6570553.40000044,1863230.33188176,5193,377,Santa Fe Dam Trailside,Picnicking,yes,no,,yes,no,yes,no,no,no,,no,no,LACODPR,yes,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6553108.9091067,1836613.04055225,5194,378,Thienes Avenue Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6444502.01983577,1827895.57304113,5195,379,Culver City Park Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6445929.30557855,1828355.60852347,5196,380,Baldwin Hills Scenic Overlook Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6449581.04911582,1826778.64311152,5197,381,Kenneth Hahn State Recreation Area Parking No.2,Parking,yes,no,,yes,no,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6449453.79838418,1826421.91411588,5198,382,Kenneth Hahn State Recreation Area Parking No.3,Parking,yes,no,,yes,no,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6449680.31559696,1825870.59493543,5199,383,Kenneth Hahn State Recreation Area Parking No.4,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,MRCA/SMMC,yes,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6449099.98224855,1827323.76385298,5200,384,Kenneth Hahn State Recreation Area Parking No.1,Parking,yes,no,,yes,no,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Unnamed Trail No. 24
6449802.81801593,1825062.82355199,5201,385,Kenneth Hahn State Recreation Area Parking No.5,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6449794.93466761,1824859.2241979,5202,386,Kenneth Hahn State Recreation Area Parking No.6,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6451850.86934525,1824799.47786001,5203,387,Kenneth Hahn State Recreation Area Parking No.7,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Park to Playa Trail
6453154.48629671,1822323.10333921,5204,388,Norman O. Houston Park Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,MRCA/SMMC,,District 2,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Norman O Houston Park Trails
6526980.94629774,1728755.41476689,5205,389,Seal Beach Jetty Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6550652.87713072,1830645.00756964,5206,390,Workman Mill Road Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Schabarum-Skyline Trail
6583133.32871841,1818709.75791375,5207,391,Peter F. Schabarum Regional Park Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,yes,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Schabarum-Skyline Trail - Colima Parking Connector
6503316.91686009,1774076.60618369,5208,392,De Forest Park Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Angeles River Trail
6531016.80414006,1798864.49071704,5209,393,Wilderness Park Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6531226.19984969,1769908.05645487,5210,394,Liberty Park Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6534942.50457727,1753667.78749834,5211,395,El Dorado Park Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,San Gabriel River Trail
6535859.81532542,1831166.62561609,5212,396,Lincoln Avenue Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Rio Hondo River Trail
6638544.59077142,1877727.5234689,5213,397,Marshall Canyon Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Stephens Ranch Spur Trail
6625542.77244752,1857139.44658207,5214,398,Bonelli Regional Park Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Canyon Trail
6526963.95889481,2018606.74650788,5215,399,Courson Ranch Road Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Palmdale Hills Trail
6393678.10379753,1996020.26727396,5216,400,Tesoro Adobe Park Staging Area Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Cliffie Stone Trail
6392816.16430848,1988594.74632763,5217,401,West Creek Park Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Cliffie Stone Trail
6385244.74216222,1960517.42055659,5218,402,Pico Canyon Park Staging Area Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Pico Canyon Trail
6427300.15043086,1959633.83124137,5219,403,Walker Ranch Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Canyon Trail
6532477.667667,1886698.70536588,5220,404,Eaton Canyon Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Eaton Canyon Trail
6428095.49533974,1960260.76077016,5221,405,Walker Ranch Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Pinetos Trail
6502346.21441032,1903890.37193576,5222,406,Harter Lane Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,La Canada Open Space Trail
6501725.33402965,1994223.58195022,5223,407,Acton Park Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Darrell Readmond Trail
6514380.64251035,1896089.80627268,5224,408,Loma Alta Park Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Altadena Crest Trail Connector
6537535.69702078,1883542.5460965,5225,409,Eaton Canyon Golf Course Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Hastings Debris Basin Trail
6622463.55089782,1851317.21701997,5226,410,East Picnic Valley Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Tree Line Trail
6619948.09646723,1850171.40926198,5227,411,West Picnic Valley Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Bonelli Trail
6619921.56214207,1851217.17683766,5228,412,Eucalyptus Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Tree Line Trail
6616064.46082924,1855593.90216551,5229,413,San Dimas Avenue Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Bonelli Trail
6612366.363158,1855808.71498196,5230,414,Valley Center Avenue Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Antonovich Trail
6608351.79420255,1854117.34124562,5231,415,Lyman Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Antonovich Trail
6640210.67468653,1877738.98172315,5232,416,Fred Palmer Staging Area Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Marshall Staging Area Connector B
6622052.0451399,1852065.73483264,5233,417,East Shore Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,LACODPR,yes,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Tree Line Trail
6315991.59728634,1825076.14887179,5234,418,Point Dume State Preserve Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,CASP,yes,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,California Coastal Trail
6315603.39303524,1834844.98957835,5235,419,Zuma Canyon Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,NPS,yes,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Zuma Canyon Trail
6354204.8485102,1835432.41064062,5236,420,Malibu Lagoon State Beach Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,CASP,yes,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,California Coastal Trail
6348467.03912816,1835540.4800348,5237,421,Malibu Bluffs Park Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,CASP,yes,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,California Coastal Trail
6355795.18861344,1835874.5165622,5238,422,Adamson House Museum Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,CASP,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,California Coastal Trail
6313837.31036069,1835670.97924575,5239,423,Zuma Ridge Trailhead Parking,Parking,yes,no,,yes,no,no,no,no,no,,no,no,NPS,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Ridge-Canyon Access Trail
6385321.69784581,1837164.40562389,5240,424,Topanga State Beach Parking No.1,Parking,yes,no,,yes,no,no,no,no,no,,no,no,CASP,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Topanga Knoll Trail
6335233.57918877,1836967.37096418,5241,425,Solstice Canyon Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,NPS,yes,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Solstice Canyon Trail
6385223.07820714,1837318.25843754,5242,426,Topanga State Beach Parking No.2,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,CASP,no,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Topanga Knoll Trail
6392028.17774335,1839984.40899159,5243,427,Los Liones Trailhead Parking,Parking,yes,no,,yes,yes,no,no,no,no,,no,no,CASP,yes,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Los Leones Day Use
